codigo_dpa,nombre_parroquia,nombre_canton,nombre_provincia,centroide_lon,centroide_lat,area_km2
3535,SAN JUAN DE POZUL,CELICA,LOJA,-80.05261897075097,-4.126128495517772,82.02
3255,SABANILLA,CELICA,LOJA,-80.14659389076516,-4.213795124698885,139.38
1495,TNTE M. RODRIGUEZ LOAYZA,CELICA,LOJA,-80.06105631643887,-4.200824778823837,34.91
0385,BUENAVISTA,CHAGUARPAMBA,LOJA,-79.71545714577586,-3.897907852448401,44.37
1180,EL ROSARIO,CHAGUARPAMBA,LOJA,-79.63659021282743,-3.8016669414558795,91.66
3755,SANTA RUFINA,CHAGUARPAMBA,LOJA,-79.76309285051761,-3.868748177917272,54.35
1450,AMARILLOS,CHAGUARPAMBA,LOJA,-79.68775348296487,-3.8836657015983898,21.63
0320,BELLAVISTA,ESPINDOLA,LOJA,-79.46192008750695,-4.52322354042269,77.09
1845,JIMBURA,ESPINDOLA,LOJA,-79.44373285145541,-4.654484527402167,97.09
3765,SANTA TERESITA,ESPINDOLA,LOJA,-79.37760559791725,-4.53232580015493,77.02
4460,27 DE ABRIL / LA NARANJA,ESPINDOLA,LOJA,-79.4507682291086,-4.450166823947824,41.32
0790,EL INGENIO,ESPINDOLA,LOJA,-79.37532459159118,-4.443943164427963,72.65
1645,EL AIRO,ESPINDOLA,LOJA,-79.37541696875572,-4.47864012494542,28.05
0825,CHANGAIMNA / LA LIBERTAD,GONZANAMA,LOJA,-79.53305831719435,-4.224116264671223,103.97
2520,NAMBACOLA,GONZANAMA,LOJA,-79.4333086291843,-4.097345922323232,297.52
3045,PURUNUMA / EGUIGUREN,GONZANAMA,LOJA,-79.36256010755861,-4.218288198331153,97.15
3270,SACAPALCA,GONZANAMA,LOJA,-79.53057596413501,-4.148268825321086,111.08
2085,LA RAMA,MACARA,LOJA,-79.9002457545654,-4.251727405603649,89.68
2145,LA VICTORIA,MACARA,LOJA,-79.7969743482379,-4.452811248677653,68.88
3265,SABIANGO,MACARA,LOJA,-79.82592712829043,-4.361188055134722,45.06
0485,CANGONAMA,PALTAS,LOJA,-79.72028972057326,-3.9516929877332996,47.96
1380,GUACHANAMA,PALTAS,LOJA,-79.86248589778167,-4.039856405643529,279.37
2140,LAURO GUERRERO,PALTAS,LOJA,-79.78912548963571,-3.941076270068448,98.05
2630,ORIANGA,PALTAS,LOJA,-79.89223638747322,-3.8745399082781975,180.24
0545,SAN ANTONIO,PALTAS,LOJA,-79.65770031407085,-3.9849102070775304,35.03
0995,CASANGA,PALTAS,LOJA,-79.75835439925952,-4.020335416517335,52.37
1000,YAMANA,PALTAS,LOJA,-79.6945905552808,-4.003347227163187,22.03
0565,CIANO,PUYANGO,LOJA,-79.98824550447608,-3.912829686599067,79.94
0270,EL ARENAL,PUYANGO,LOJA,-79.98093671456778,-3.9763000249095137,27.72
1155,EL LIMO / MARIANA DE JESUS,PUYANGO,LOJA,-80.19162349991487,-3.9966793981857047,203.76
2405,MERCADILLO,PUYANGO,LOJA,-79.94155140940296,-4.016978854321525,28.08
4210,VICENTINO,PUYANGO,LOJA,-79.92279221889531,-3.974756359827297,56.3
1165,EL PARAISO DE CELEN,SARAGURO,LOJA,-79.34696712494382,-3.5997429503528964,54.97
1190,EL TABLON,SARAGURO,LOJA,-79.18131336129599,-3.51313677617143,96.7
2280,LLUZHAPA,SARAGURO,LOJA,-79.3250696846948,-3.4930375737834516,73.29
2360,MANU,SARAGURO,LOJA,-79.42608446865722,-3.527876665996841,181.28
3340,SAN ANTONIO DE CUMBE,SARAGURO,LOJA,-79.2281530485159,-3.530642139236526,77.7
3600,SAN PABLO DE TENTA,SARAGURO,LOJA,-79.3016963736319,-3.622825762006888,155.03
3665,SAN SEBASTIAN DE YULOG,SARAGURO,LOJA,-79.41824190554514,-3.3867093687663794,114.76
3815,SELVA ALEGRE,SARAGURO,LOJA,-79.34890344808181,-3.555804290595565,45.09
4145,URDANETA / PAQUISHAPA,SARAGURO,LOJA,-79.16857749752857,-3.6395990869826327,118.71
0310,SUMAYPAMBA,SARAGURO,LOJA,-79.34042912124167,-3.41000963468827,91.49
2575,NUEVA FATIMA,SOZORANGA,LOJA,-79.82676547108652,-4.267275975803297,51.53
3935,TACAMOROS,SOZORANGA,LOJA,-79.73218757483762,-4.43044311992785,76.51
0550,MANGAHURCO,ZAPOTILLO,LOJA,-80.38863727990072,-4.10386321603809,170.46
0290,GARZAREAL,ZAPOTILLO,LOJA,-80.27352595685201,-4.272812513120093,189.72
0280,LIMONES,ZAPOTILLO,LOJA,-80.37682120241361,-4.363805671238793,231.48
2710,PALETILLAS,ZAPOTILLO,LOJA,-80.25366655661297,-4.14397267742478,174.24
2000,BOLASPAMBA,ZAPOTILLO,LOJA,-80.3354218312919,-4.131964037600114,131.3
4605,CAZADEROS,ZAPOTILLO,LOJA,-80.41177684238933,-4.035022539356532,119.72
0835,CHAQUINAL,PINDAL,LOJA,-80.03837062907608,-4.055889430120276,17.25
1035,12 DE DICIEMBRE,PINDAL,LOJA,-80.10756333391772,-4.06148376574424,43.15
4545,MILAGROS,PINDAL,LOJA,-80.17112289739188,-4.096607888526768,92.04
0360,FUNDOCHAMBA,QUILANGA,LOJA,-79.36816174035751,-4.33070236951882,36.05
3345,SAN ANTONIO DE LAS ARADAS,QUILANGA,LOJA,-79.36383052643514,-4.388585649595702,107.94
2120,LA TINGUE,OLMEDO,LOJA,-79.56075354109731,-3.936595756650378,51.91
0520,CARACOL,BABAHOYO,LOS RIOS,-79.44052457969796,-1.6899982467395867,91.54
1265,FEBRES CORDERO,BABAHOYO,LOS RIOS,-79.32364736176925,-1.9749791108392487,343.74
2875,PIMOCHA,BABAHOYO,LOS RIOS,-79.57014134405784,-1.7795726540145158,279.32
1525,LA UNION,BABAHOYO,LOS RIOS,-79.38033049099671,-1.7203912524680538,187.08
1460,GUARE,BABA,LOS RIOS,-79.6561986581954,-1.5921204348983715,232.17
1740,ISLA DE BEJUCAL,BABA,LOS RIOS,-79.63490870798397,-1.6882757596599378,111.41
4615,LA ESMERALDA,MONTALVO,LOS RIOS,-79.2746679460497,-1.7228411357341065,56.79
3015,PUERTO PECHICHE,PUEBLO VIEJO,LOS RIOS,-79.54064781697792,-1.429526380065755,81.62
3510,SAN JUAN,PUEBLO VIEJO,LOS RIOS,-79.55560379068353,-1.6413811930274564,102.22
4425,SAN CARLOS,QUEVEDO,LOS RIOS,-79.42325821922225,-1.114287567583784,83.83
4420,LA ESPERANZA,QUEVEDO,LOS RIOS,-79.40192791682432,-0.9785638387039157,39.4
3175,RICAURTE,URDANETA,LOS RIOS,-79.37491631592152,-1.5649957907599112,334.55
4330,ZAPOTAL,VENTANAS,LOS RIOS,-79.42057793696586,-1.3051611032908375,245.51
4590,CHACARITA,VENTANAS,LOS RIOS,-79.3510577413994,-1.3768359777601218,61.06
4585,LOS ANGELES,VENTANAS,LOS RIOS,-79.37650243563586,-1.4177336945880783,53.05
0140,ANTONIO SOTOMAYOR,VINCES,LOS RIOS,-79.79350947578492,-1.6609318132313289,138.41
0150,PATRICIA PILAR,BUENA FE,LOS RIOS,-79.41475767280856,-0.5965192578827242,166.21
0010,ABDON CALDERON,PORTOVIEJO,MANABI,-80.32475250354902,-1.0466579834796197,120.87
0050,ALHAJUELA / BAJO GRANDE,PORTOVIEJO,MANABI,-80.27604438749597,-1.060636294745379,31.08
0770,CRUCITA,PORTOVIEJO,MANABI,-80.53405602910274,-0.8872534368975895,61.93
2970,PUEBLO NUEVO,PORTOVIEJO,MANABI,-80.30564856945746,-0.9782638709660936,36.98
3185,RIO CHICO,PORTOVIEJO,MANABI,-80.39266726001227,-0.9879480908266094,90.95
3625,SAN PLACIDO,PORTOVIEJO,MANABI,-80.13355022924745,-1.0547741625619256,139.08
1925,CHIRIJOS,PORTOVIEJO,MANABI,-80.18808094884791,-1.0211239616811105,60.7
0240,MEMBRILLO,BOLIVAR,MANABI,-79.94525300242806,-0.8701511172045995,121.53
3110,QUIROGA,BOLIVAR,MANABI,-80.07762043101118,-0.9500190505378014,97.66
0380,BOYACA,CHONE,MANABI,-80.16656214318368,-0.5463708840986784,234.79
0495,CANUTO,CHONE,MANABI,-80.05652048292858,-0.8003142025551886,206.37
0640,CONVENTO,CHONE,MANABI,-79.99935649678952,-0.24039793939002177,299.09
0405,CHIBUNGA,CHONE,MANABI,-79.74667180771468,-0.05461586470724968,569.05
1160,ELOY ALFARO,CHONE,MANABI,-80.08012022543181,-0.4043135568204333,335.72
3170,RICAURTE,CHONE,MANABI,-79.95109703896937,-0.5556562327940543,398.8
3350,SAN ANTONIO / DEL PELUDO,CHONE,MANABI,-80.19540778504073,-0.6630816244276927,212.27
1070,WILFRIDO LOOR MOREIRA,EL CARMEN,MANABI,-79.64738696822258,-0.3307214097608106,290.36
1980,SAN PEDRO DE SUMA,EL CARMEN,MANABI,-79.56423563597038,-0.16673172416715173,188.97
3632,SANTA MARIA,EL CARMEN,MANABI,-79.62061130575029,-0.7273260389667997,339.11
3635,EL PARAISO / LA 14,EL CARMEN,MANABI,-79.50367375561957,-0.5413479695902345,167.33
1600,NOVILLO,FLAVIO ALFARO,MANABI,-79.80723839683604,-0.18099181931657565,259.75
1620,ZAPALLO,FLAVIO ALFARO,MANABI,-79.98132279495458,-0.454783957569756,100.39
0105,AMERICA / LA CERA,JIPIJAPA,MANABI,-80.51725659833735,-1.4286272259686803,90.13
1115,EL ANEGADO,JIPIJAPA,MANABI,-80.52835109086341,-1.500281416198033,116.7
1880,JULCUY,JIPIJAPA,MANABI,-80.64017447826953,-1.5003947504190298,298.87
0560,LA UNION,JIPIJAPA,MANABI,-80.45139454178798,-1.4367001677770164,47.6
4490,MEMBRILLAL,JIPIJAPA,MANABI,-80.67086456208033,-1.231213366428609,81.6
2810,PEDRO PABLO GOMEZ,JIPIJAPA,MANABI,-80.57774765654555,-1.6632467730234506,272.83
2990,PUERTO CAYO,JIPIJAPA,MANABI,-80.71474452344864,-1.3141590483526304,182.89
3550,SAN LORENZO,MANTA,MANABI,-80.82902801812027,-1.0603712046973064,162.04
1800,SANTA MARIANITA,MANTA,MANABI,-80.84634390110536,-1.0139628093606008,37.83
1545,LA PILA,MONTECRISTI,MANABI,-80.58512293506486,-1.1353439622566368,106.45
0460,CAMPOZANO,PAJAN,MANABI,-80.37592113418064,-1.625545604006332,239.28
0540,CASCOL,PAJAN,MANABI,-80.4731124051264,-1.7763778396255374,464.89
1395,GUALE / STO. DOMINGO,PAJAN,MANABI,-80.2725885779418,-1.6429116614332795,112.58
2090,LASCANO,PAJAN,MANABI,-80.25063404068582,-1.519494483052994,140.76
1065,BARRAGANETE,PICHINCHA,MANABI,-79.79331228860156,-0.7474233509038914,427.69
1060,SAN SEBASTIAN,PICHINCHA,MANABI,-79.97431235716373,-1.0781272297318294,146.08
0220,AYACUCHO,SANTA ANA,MANABI,-80.27691267399521,-1.1480210861020197,104.48
1610,HONORATO VASQUEZ,SANTA ANA,MANABI,-80.13878531804842,-1.1093569916728452,160.81
2135,LA UNION,SANTA ANA,MANABI,-80.17618766059431,-1.2221643456059255,240.0
1105,SAN PABLO,SANTA ANA,MANABI,-80.0555542845012,-1.2101333355887556,220.77
0840,CHARAPOTO,SUCRE,MANABI,-80.44570817580897,-0.7782705433370218,248.32
3445,SAN ISIDRO,SUCRE,MANABI,-80.2039972767647,-0.3653792247740373,276.16
0265,BACHILLERO,TOSAGUA,MANABI,-80.19608640904829,-0.7587663739957915,58.21
2030,ANGEL PEDRO GILER,TOSAGUA,MANABI,-80.24906305451191,-0.8377631094515653,75.04
0330,BELLAVISTA,24 DE MAYO,MANABI,-80.31754404769156,-1.3704682560404615,117.73
2555,NOBOA,24 DE MAYO,MANABI,-80.38719340837666,-1.4473230939039903,150.91
1570,ARQ. SIXTO DURAN BALLEN,24 DE MAYO,MANABI,-80.3124741968144,-1.4756968504052452,74.73
0580,COJIMIES,PEDERNALES,MANABI,-79.86418920696626,0.2229827698930224,871.37
1030,10 DE AGOSTO,PEDERNALES,MANABI,-80.05100126689703,-0.13371177480097673,231.32
0785,ATAHUALPA,PEDERNALES,MANABI,-79.96100718375736,-0.037797534208032786,170.2
2305,MACHALILLA,PUERTO LOPEZ,MANABI,-80.73930190245719,-1.4674376074759958,137.19
1920,SALANGO,PUERTO LOPEZ,MANABI,-80.80253535372097,-1.6372019874156742,87.09
0470,CANOA,SAN VICENTE,MANABI,-80.38433619313892,-0.40955926358944805,395.92
0065,ALSHI / 9 DE OCTUBRE,MORONA,MORONA SANTIAGO,-78.26241938601807,-2.2215474798164077,269.28
1345,GRAL. PROAÑO,MORONA,MORONA SANTIAGO,-78.13902535240436,-2.2533553657529315,73.33
3440,SAN ISIDRO,MORONA,MORONA SANTIAGO,-78.15089076176542,-2.1821458883721765,129.12
3830,SEVILLA DON BOSCO,MORONA,MORONA SANTIAGO,-77.88193304054826,-2.4738322632499843,2246.35
4485,SINAI,MORONA,MORONA SANTIAGO,-78.18375222326583,-2.0736056153299125,405.36
4360,ZUNAC,MORONA,MORONA SANTIAGO,-78.4033941935045,-2.195055410618418,624.98
1250,CUCHAENTZA,MORONA,MORONA SANTIAGO,-77.84821590350066,-2.1587913193421655,345.13
1730,RIO BLANCO,MORONA,MORONA SANTIAGO,-78.33299113796916,-2.339669721695467,225.07
0090,AMAZONAS,GUALAQUIZA,MORONA SANTIAGO,-78.79207774329032,-3.430661936977308,286.35
0340,BERMEJOS,GUALAQUIZA,MORONA SANTIAGO,-78.74305046789853,-3.263131714607048,104.26
0350,BOMBOIZA,GUALAQUIZA,MORONA SANTIAGO,-78.52788844177647,-3.466576418048672,682.54
0880,CHIGUINDA,GUALAQUIZA,MORONA SANTIAGO,-78.70952832675695,-3.1875510250886934,161.48
3225,ROSARIO,GUALAQUIZA,MORONA SANTIAGO,-78.65007665830771,-3.2404745843738914,134.85
2565,NUEVA TARQUI,GUALAQUIZA,MORONA SANTIAGO,-78.69701375389717,-3.4407743844465384,54.77
3580,SAN MIGUEL DE CUYES,GUALAQUIZA,MORONA SANTIAGO,-78.85628339230975,-3.3182049258395176,271.05
1910,EL IDEAL,GUALAQUIZA,MORONA SANTIAGO,-78.67124282034152,-3.380467257291037,98.92
1720,INDANZA,LIMON INDANZA,MORONA SANTIAGO,-78.47717771558256,-3.0541397630024263,69.92
3320,SAN ANTONIO,LIMON INDANZA,MORONA SANTIAGO,-78.24497570427671,-3.1256252941460714,802.06
3250,SAN MIGUEL DE CONCHAY,LIMON INDANZA,MORONA SANTIAGO,-78.40173138540531,-3.1334660234628897,129.28
3760,SANTA SUSANA DE CHIVIAZA,LIMON INDANZA,MORONA SANTIAGO,-78.30126418018237,-2.918343195347726,284.8
4305,YUNGANZA 7 EL ROSARIO,LIMON INDANZA,MORONA SANTIAGO,-78.47766253515584,-2.8871237723149985,257.34
0155,ARAPICOS,PALORA,MORONA SANTIAGO,-78.03362606968778,-1.8327986211285259,213.73
0715,CUMANDA,PALORA,MORONA SANTIAGO,-78.19511769151813,-1.5924647473607556,822.21
3420,SANGAY,PALORA,MORONA SANTIAGO,-78.04726584560585,-1.7584591457468108,202.21
1685,16 DE AGOSTO,PALORA,MORONA SANTIAGO,-77.89218011496162,-1.7753375770786761,92.32
0645,COPAL,SANTIAGO,MORONA SANTIAGO,-78.49128353458175,-2.7567689702797415,443.36
0970,CHUPIANZA,SANTIAGO,MORONA SANTIAGO,-78.38675324262827,-2.779057661964636,100.99
2795,PATUCA,SANTIAGO,MORONA SANTIAGO,-78.21204753929477,-2.8416620457320882,256.86
3565,SAN LUIS DEL ACHO,SANTIAGO,MORONA SANTIAGO,-78.32559571347136,-2.7916796524641367,57.36
4115,TAYUZA,SANTIAGO,MORONA SANTIAGO,-78.27566864579306,-2.6588818635869846,94.73
1365,SAN FCO. DE CHINIMBIMI,SANTIAGO,MORONA SANTIAGO,-78.19748497907574,-2.709561667547414,127.05
0180,ASUNCION,SUCUA,MORONA SANTIAGO,-78.30990865553673,-2.525608827459695,196.04
1635,HUAMBI,SUCUA,MORONA SANTIAGO,-78.10017287634435,-2.5611759145981616,223.01
1140,SANTA MARIANITA DE JESUS,SUCUA,MORONA SANTIAGO,-78.19739393232419,-2.395619313927763,58.32
0875,CHIGUAZA,HUAMBOYA,MORONA SANTIAGO,-77.97082374955299,-2.0103978008982897,471.81
2750,PAN DE AZUCAR,SAN JUAN BOSCO,MORONA SANTIAGO,-78.57940613846212,-3.076540332418603,150.04
3920,SAN CARLOS DE LIMON,SAN JUAN BOSCO,MORONA SANTIAGO,-78.29297379442198,-3.3109353984953747,679.42
0710,SAN JACINTO DE WAKAMBEIS,SAN JUAN BOSCO,MORONA SANTIAGO,-78.49303316925123,-3.283932811321465,44.49
1785,SANTIAGO DE PANANZA,SAN JUAN BOSCO,MORONA SANTIAGO,-78.48016552544274,-3.201371181284123,87.58
0595,HUASAGA /WAMPUIK,TAISHA,MORONA SANTIAGO,-77.04304298595196,-2.5250083318723715,1252.86
2285,MACUMA,TAISHA,MORONA SANTIAGO,-77.64686910610993,-2.1984290762158705,1268.69
1205,TUTINENTZA,TAISHA,MORONA SANTIAGO,-77.51030585323832,-2.6908318375660527,959.0
4575,PUMPUENTSA,TAISHA,MORONA SANTIAGO,-77.27535539059203,-2.608606772137594,1328.66
4300,YAUPI,LOGROÑO,MORONA SANTIAGO,-78.0081666456064,-2.810579810592218,858.79
0525,SHIMPIS,LOGROÑO,MORONA SANTIAGO,-78.11716084058257,-2.6656414436635525,265.01
1295,SAN JOSE DE MORONA,TIWINTZA,MORONA SANTIAGO,-77.74511921942405,-2.888999517969687,532.39
0475,CANELOS,PASTAZA,PASTAZA,-77.72031967717778,-1.5755939301608135,453.45
1025,10 DE AGOSTO,PASTAZA,PASTAZA,-77.87548973633513,-1.438833197306454,94.63
1260,FATIMA,PASTAZA,PASTAZA,-77.97512457076569,-1.4151675122991045,71.08
2450,MONTALVO / ANDOAS,PASTAZA,PASTAZA,-76.9120095241496,-1.9313522532682708,7949.04
3055,POMONA,PASTAZA,PASTAZA,-77.89216143946693,-1.6455844486593756,55.18
3180,RIO CORRIENTES,PASTAZA,PASTAZA,-76.56669723734481,-2.3385124215549014,1098.26
3195,RIO TIGRE,PASTAZA,PASTAZA,-76.24771786163917,-1.9069708859163828,5643.07
3785,ZARAYACU,PASTAZA,PASTAZA,-77.43411702580899,-1.8043160476315936,2855.78
4510,SIMON BOLIVAR,PASTAZA,PASTAZA,-77.6886647014421,-1.896845249540997,1026.51
3985,TARQUI,PASTAZA,PASTAZA,-77.96572464316644,-1.5684570450326378,93.05
4005,TNTE. HUGO ORTIZ,PASTAZA,PASTAZA,-77.93633756180486,-1.3626876715353298,104.86
4205,VERACRUZ,PASTAZA,PASTAZA,-77.88781350420199,-1.529937582943319,170.03
1275,EL TRIUNFO,PASTAZA,PASTAZA,-77.76952933701186,-1.4314846066044447,237.28
2310,MADRE TIERRA,MERA,PASTAZA,-78.00567835314756,-1.6056643087132256,136.56
3840,SHELL,MERA,PASTAZA,-78.0666092891551,-1.489579125160721,24.26
2100,SAN JOSE,SANTA CLARA,PASTAZA,-77.88158889682967,-1.3351382822901037,69.16
0735,CURARAY,ARAJUNO,PASTAZA,-76.69441493241048,-1.3533783218362152,8220.17
0095,AMBATILLO,AMBATO,TUNGURAHUA,-78.66176791898178,-1.220125119349095,12.79
0190,ATAHUALPA / CHIPZALATA,AMBATO,TUNGURAHUA,-78.6028680586174,-1.20477635954408,9.47
0210,AUGUSTO N MARTINEZ,AMBATO,TUNGURAHUA,-78.62738904196239,-1.1655933374300835,30.74
0635,CONSTANTINO FERNANDEZ,AMBATO,TUNGURAHUA,-78.6411779048825,-1.1853940213128242,19.65
1625,HUACHI GRANDE,AMBATO,TUNGURAHUA,-78.64020860182858,-1.3089315096009437,14.15
1745,IZAMBA,AMBATO,TUNGURAHUA,-78.57286752177596,-1.217904799081709,29.45
1860,JUAN BENIGNO VELA,AMBATO,TUNGURAHUA,-78.72007459020874,-1.332317460882081,36.33
2435,MONTALVO,AMBATO,TUNGURAHUA,-78.62312095276462,-1.3249217599240688,10.45
2775,PASA,AMBATO,TUNGURAHUA,-78.73776807046967,-1.2422722284375407,48.13
2830,PICAYHUA,AMBATO,TUNGURAHUA,-78.57815488637793,-1.2768972164945904,15.97
2860,PILAHUIN,AMBATO,TUNGURAHUA,-78.83639147979817,-1.3462408886982609,425.97
3120,QUISAPINCHA,AMBATO,TUNGURAHUA,-78.71637058842092,-1.1925496336613945,122.15
3355,SAN BARTOLOME,AMBATO,TUNGURAHUA,-78.65232416334166,-1.2073008840459845,11.07
3380,SAN FERNANDO,AMBATO,TUNGURAHUA,-78.80004743870475,-1.2228556329262255,106.05
3730,SANTA ROSA,AMBATO,TUNGURAHUA,-78.6811641874016,-1.3090182106706973,39.73
4065,TOTORAS,AMBATO,TUNGURAHUA,-78.60581745778816,-1.3072252921770762,7.66
0800,CUNCHIBAMBA,AMBATO,TUNGURAHUA,-78.59260771137545,-1.1318134198474665,20.11
0810,UNAMUNCHO,AMBATO,TUNGURAHUA,-78.58894879755486,-1.1661670608409929,15.44
2270,LLIGUA,BAÑOS,TUNGURAHUA,-78.44781632757281,-1.3821931423418083,8.86
3190,RIO NEGRO,BAÑOS,TUNGURAHUA,-78.2154627699378,-1.3019277331479777,629.74
3200,RIO VERDE,BAÑOS,TUNGURAHUA,-78.31990004684542,-1.3724274780679442,250.25
4135,ULBA,BAÑOS,TUNGURAHUA,-78.37617534646107,-1.3834085734897499,95.45
4555,PINGUILI,MOCHA,TUNGURAHUA,-78.62500777399407,-1.3921037039820479,5.9
4110,EL TRIUNFO,PATATE,TUNGURAHUA,-78.3865369944115,-1.2633988958576037,140.47
2210,LOS ANDES,PATATE,TUNGURAHUA,-78.48921236655849,-1.2435197387750716,16.31
3885,SUCRE,PATATE,TUNGURAHUA,-78.45444762086498,-1.2521756224079164,56.47
4550,RUMIPAMBA,QUERO,TUNGURAHUA,-78.63410635053555,-1.4534171667107365,35.26
4310,YANAYACU MOCHAPATA,QUERO,TUNGURAHUA,-78.67493172385197,-1.466618281220934,39.46
0335,BENITEZ / PACHANLICA,PELILEO,TUNGURAHUA,-78.58384493482608,-1.3409730742955421,5.17
0365,BOLIVAR,PELILEO,TUNGURAHUA,-78.55093541053752,-1.3854743353126755,10.79
0675,COTALO,PELILEO,TUNGURAHUA,-78.50541920074036,-1.4377139789211524,44.63
0900,CHIQUICHA,PELILEO,TUNGURAHUA,-78.5369435988507,-1.2549060349340784,15.99
1185,EL ROSARIO / RUMICHACA,PELILEO,TUNGURAHUA,-78.55610393305038,-1.2832481739485289,11.62
1320,GARCIA MORENO,PELILEO,TUNGURAHUA,-78.54067939050015,-1.303186000164637,15.67
1630,HUAMBALO,PELILEO,TUNGURAHUA,-78.52785524283361,-1.3978767849140052,25.64
3905,SALASACA,PELILEO,TUNGURAHUA,-78.57543072727937,-1.3167573202972955,12.5
0295,BAQUERIZO MORENO,PILLARO,TUNGURAHUA,-78.4578649156485,-1.2065228953432485,26.52
1210,EMILIO MARIA TERAN,PILLARO,TUNGURAHUA,-78.49861611360504,-1.2127393193031475,16.76
2375,MARCOS ESPINEL,PILLARO,TUNGURAHUA,-78.41181463198019,-1.1564685249432483,126.31
2945,PRESIDENTE URBINA,PILLARO,TUNGURAHUA,-78.55655091978144,-1.1462841281518212,12.58
3300,SAN ANDRES,PILLARO,TUNGURAHUA,-78.53588305041927,-1.0972717974418154,53.16
3485,SAN JOSE DE POALO,PILLARO,TUNGURAHUA,-78.40535560324864,-1.0712423445313726,163.32
3585,SAN MIGUELITO,PILLARO,TUNGURAHUA,-78.52049599070858,-1.2008765114804152,22.04
1375,QUINCHICOTO,TISALEO,TUNGURAHUA,-78.67312189483013,-1.3884422597673718,11.29
1235,DAYUMA,FCO.DE ORELLANA,ORELLANA,-76.77786830636981,-0.7127546317966813,1237.78
1245,TARACOA,FCO.DE ORELLANA,ORELLANA,-76.7808633861695,-0.5442338989682636,408.04
1995,ALEJANDRO LABAKA,FCO.DE ORELLANA,ORELLANA,-76.50325776554001,-0.6064959904154397,982.12
1560,EL DORADO,FCO.DE ORELLANA,ORELLANA,-76.92029705058927,-0.5328153291646297,135.88
1590,EL EDEN,FCO.DE ORELLANA,ORELLANA,-76.19242285246092,-0.5688426945192568,871.84
1810,GARCIA MORENO,FCO.DE ORELLANA,ORELLANA,-77.02224536326025,-0.568175518869633,132.07
1565,INES ARANGO,FCO.DE ORELLANA,ORELLANA,-76.8233184157325,-0.9765661216052273,1479.44
1820,LA BELLEZA,FCO.DE ORELLANA,ORELLANA,-77.0719906658141,-0.7716662415622827,608.36
1940,NUEVO PARAISO,FCO.DE ORELLANA,ORELLANA,-77.11604475112496,-0.3371888619728819,307.73
